precio_texto,tipo_y_ciudad,titulo,habitaciones_texto,banos_texto,area_texto,url_aviso,pagina
$ 400.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",6 Habs.,2 Baños,144 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/10840669,2
$ 2.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,6 Baños,1500 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193591733,2
$ 810.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",3 Habs.,4 Baños,123 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/194141863,2
$ 2.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,4 Baños,562 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193998433,2
$ 199.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en coodelmar iii etapa, pereira",3 Habs.,1 Baño,62 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-coodelmar-iii-etapa-pereira/193489672,2
$ 1.400.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",6 Habs.,6 Baños,1140 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193710611,2
Desde $ 492.000.000,"Apartamento en Pereira, Risaralda","Canaán living, apartamento en venta en los alamos, pereira",2 Habs.,2 Baños,61 m²,https://www.fincaraiz.com.co/proyectos-vivienda/canaan-living-apartamentos-en-venta-en-los-alamos-pereira/10112100,2
$ 265.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en samaria i etapa, pereira",2 Habs.,2 Baños,50 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-samaria-i-etapa-pereira/194138264,2
$ 1.600.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,4 Baños,300 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192682902,3
$ 660.000.000,"Casa en Pereira, Risaralda","Casa en venta en avenida sur, pereira",5 Habs.,4 Baños,160 m²,https://www.fincaraiz.com.co/casa-en-venta-en-avenida-sur-pereira/193802317,3
$ 280.000.000,"Casa en Pereira, Risaralda","Casa en venta en cuba, pereira",3 Habs.,2 Baños,62 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cuba-pereira/193810253,3
$ 1.550.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en pinares, pereira",3 Habs.,3 Baños,258 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pinares-pereira/193840680,3
$ 650.000.000,"Casa en Pereira, Risaralda","Casa en venta en avenida sur, pereira",4 Habs.,4 Baños,154 m²,https://www.fincaraiz.com.co/casa-en-venta-en-avenida-sur-pereira/193885002,3
$ 2.200.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,5 Habs.,5 Baños,350 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/193936670,3
$ 660.000.000,"Casa en Pereira, Risaralda",Casa en venta en dosquebradas,2 Habs.,2 Baños,249 m²,https://www.fincaraiz.com.co/casa-en-venta-en-dosquebradas/194038029,3
$ 460.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",2 Habs.,2 Baños,72 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/193841077,3
$ 700.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en alamos, pereira",4 Habs.,2 Baños,123 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-alamos-pereira/193841049,3
$ 330.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",3 Habs.,2 Baños,106 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192781719,3
$ 1.800.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,4 Baños,260 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193889971,3
$ 500.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1657 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/192629556,3
$ 470.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,68 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193843163,3
$ 550.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en belmonte a, pereira",3 Habs.,2 Baños,87 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-belmonte-a-pereira/193602328,3
$ 2.200.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,5 Habs.,5 Baños,220 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193972505,3
$ 2.300.000.000,"Finca en Pereira, Risaralda","Finca en venta en la florida, pereira",3 Habs.,2 Baños,250 m²,https://www.fincaraiz.com.co/finca-en-venta-en-la-florida-pereira/193502314,3
$ 3.300.000.000,"Edificio en Pereira, Risaralda",Edificio en venta en pereira,8 Habs.,8 Baños,485 m²,https://www.fincaraiz.com.co/edificio-en-venta-en-pereira/193454147,3
Desde $ 171.100.000,"Apartamento en Pereira, Risaralda","Flora, apartamentos en venta en la julia, pereira",2 Habs.,1 Baño,42 m²,https://www.fincaraiz.com.co/proyectos-vivienda/flora-apartamentos-en-venta-en-la-julia-pereira/15018200,3
$ 3.500.000.000,"Casa en Pereira, Risaralda","Casa en venta en galicia, pereira",6 Habs.,5 Baños,850 m²,https://www.fincaraiz.com.co/casa-en-venta-en-galicia-pereira/193840677,3
$ 2.500.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,5 Habs.,5 Baños,664 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/193658870,3
$ 3.000.000.000,"Finca en Pereira, Risaralda","Finca en venta en combia, pereira",10 Habs.,6 Baños,1000 m²,https://www.fincaraiz.com.co/finca-en-venta-en-combia-pereira/193173506,3
$ 2.200.000.000,"Casa en Pereira, Risaralda","Casa en venta en combia, pereira",4 Habs.,5 Baños,480 m²,https://www.fincaraiz.com.co/casa-en-venta-en-combia-pereira/193846127,4
$ 900.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,3 Baños,126 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192845207,4
$ 330.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida sur, pereira",0 Hab,2 Baños,70 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-sur-pereira/194073025,4
$ 1.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en pueblito cafetero, pereira",3 Habs.,2 Baños,805 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pueblito-cafetero-pereira/193773327,4
